student_id,full_name,email,phone,age,grade,city,school,enrolled_course,join_date,last_active,xp_points,lessons_completed,streak_days,quizzes_attempted,quiz_avg_score,badge,island_level,subscription_plan,referral_code,score_html_css,score_javascript,score_react,score_nodejs,score_express,score_mongodb,weakest_topic,strongest_topic,w01_active_days,w02_active_days,w03_active_days,w04_active_days,w05_active_days,w06_active_days,w07_active_days,w08_active_days,w09_active_days,w10_active_days,w11_active_days,w12_active_days,w13_active_days,w14_active_days,w15_active_days,w16_active_days,w17_active_days,w18_active_days,xp_w01,xp_w02,xp_w03,xp_w04,xp_w05,xp_w06,xp_w07,xp_w08,xp_w09,xp_w10,xp_w11,xp_w12,xp_w13,xp_w14,xp_w15,xp_w16,xp_w17,xp_w18,avg_daily_study_minutes,peak_study_hour,total_study_hours,longest_streak_ever,avg_quiz_attempts_per_lesson,days_enrolled,badge_rank,topic_avg,final_performance,risk_level,total_active_days,recent_active_days,activity_consistency,xp_growth,recent_xp_growth,engagement_score,learning_velocity,consistency_score,predicted_next_xp,ai_recommended_focus,ai_improvement_tip
LK0176,Rohan Gupta,rohan.gupta13@gmail.com,9176106795,13,6th,Ahmedabad,Amity International School,MERN Stack Basics - Batch 7,2024-03-04,2025-04-29,1776,75,119,47,83.3,Innovator,3,Basic,LKRO6161,99.0,72.9,99.0,89.9,77.3,94.0,Javascript,Html Css,0.0,7.0,6.0,4.0,4.0,6.0,4.0,6.0,7.0,5.0,7.0,5.0,6.0,6.0,4.0,7.0,5.0,3.0,42.0,116.0,195.0,277.0,364.0,451.0,543.0,638.0,738.0,841.0,947.0,1058.0,1171.0,1287.0,1405.0,1524.0,1650.0,1776.0,5.0,9.0,7.7,127.0,0.63,421,4,88.68,85.45,Low Risk,92.0,19.0,5.111,1734.0,489.0,59.3,19.3,83.09,2270.67,JavaScript,Great work! Keep maintaining your current study habits.
LK0177,Divya Malhotra,divya.malhotra42@gmail.com,9264981135,14,8th,Hyderabad,Amity International School,MERN Stack Basics - Batch 6,2024-01-13,2025-06-11,3333,45,6,5,39.5,Champion,8,Basic,LKDI8619,55.2,43.3,43.0,20.2,40.8,17.2,Mongodb,Html Css,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,69.0,152.0,259.0,374.0,493.0,630.0,818.0,1015.0,1217.0,1420.0,1625.0,1831.0,2071.0,2318.0,2566.0,2817.0,3074.0,3333.0,14.9,7.0,4.0,6.0,0.11,515,5,36.62,38.35,High Risk,16.0,7.0,0.889,3264.0,1015.0,21.83,208.31,25.26,4355.67,MongoDB,Revise quiz topics daily. | Try to study at least 15 min every day to build a streak. | Increase weekly activity — aim for 5 active days per week. | Focus on MongoDB to boost topic scores.
LK0178,Riya Patel,riya.patel16@gmail.com,9160797780,11,8th,Mumbai,Springdales School,MERN Stack Basics - Batch 7,2024-06-16,2025-06-19,3541,38,28,48,65.2,Champion,6,Free,LKRI4478,67.5,52.3,75.0,70.1,57.5,96.8,Javascript,Mongodb,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,7.0,3.0,74.0,154.0,248.0,346.0,448.0,561.0,682.0,855.0,1031.0,1212.0,1445.0,1719.0,1994.0,2284.0,2579.0,2879.0,3206.0,3541.0,11.0,7.0,5.1,37.0,1.26,368,5,69.87,67.07,Medium Risk,28.0,20.0,1.556,3467.0,1257.0,50.76,126.46,35.52,4823.67,JavaScript,Great work! Keep maintaining your current study habits.
LK0179,Ritvik Saxena,ritvik.saxena78@gmail.com,9493079130,12,6th,Jaipur,The Shri Ram School,MERN Stack Basics - Batch 8,2025-01-08,2025-02-04,3100,75,86,44,65.4,Explorer,9,Basic,LKRI1035,66.3,68.7,67.4,43.3,58.6,79.6,Nodejs,Mongodb,1.0,5.0,1.0,1.0,3.0,7.0,5.0,4.0,4.0,6.0,6.0,4.0,5.0,6.0,7.0,4.0,6.0,4.0,80.0,178.0,281.0,398.0,522.0,649.0,777.0,907.0,1042.0,1183.0,1364.0,1556.0,1775.0,2005.0,2237.0,2518.0,2799.0,3100.0,97.7,7.0,128.6,98.0,0.59,27,1,63.98,64.83,Medium Risk,79.0,21.0,4.389,3020.0,1095.0,86.39,39.24,78.81,4250.67,Node.js,Great work! Keep maintaining your current study habits.
LK0180,Rohan Shukla,rohan.shukla17@gmail.com,9567997081,11,7th,Kolkata,Springdales School,MERN Stack Basics - Batch 8,2025-03-15,2025-04-22,2254,74,95,39,85.3,Explorer,5,Pro,LKRO5212,70.6,75.6,52.1,75.8,67.3,91.2,React,Mongodb,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,7.0,6.0,4.0,5.0,49.0,101.0,154.0,255.0,371.0,489.0,610.0,734.0,861.0,990.0,1126.0,1269.0,1414.0,1561.0,1720.0,1881.0,2049.0,2254.0,84.3,14.0,120.8,97.0,0.53,38,1,72.1,80.02,Low Risk,86.0,22.0,4.778,2205.0,693.0,80.77,26.21,91.07,2966.0,React,Great work! Keep maintaining your current study habits.
LK0181,Aarohi Tiwari,aarohi.tiwari62@gmail.com,9825620149,12,7th,Ahmedabad,Springdales School,MERN Stack Basics - Batch 7,2024-12-23,2025-01-03,4248,76,59,8,53.2,Builder,10,Free,LKAA2776,38.9,56.4,49.6,46.7,37.9,49.1,Express,Javascript,1.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,3.0,4.0,5.0,6.0,6.0,6.0,7.0,6.0,4.0,5.0,79.0,173.0,321.0,485.0,684.0,895.0,1108.0,1329.0,1567.0,1831.0,2101.0,2378.0,2668.0,2979.0,3293.0,3608.0,3925.0,4248.0,180.0,19.0,195.0,77.0,0.11,11,3,46.43,50.49,High Risk,65.0,22.0,3.611,4169.0,1269.0,66.63,65.35,71.13,5521.33,Express,Revise quiz topics daily. | Focus on Express to boost topic scores.
LK0182,Lakshay Choudhary,lakshay.choudhary24@gmail.com,9282401771,14,7th,Kolkata,St. Xavier's School,MERN Stack Basics - Batch 8,2024-06-18,2025-05-31,4109,72,117,18,89.8,Builder,7,Free,LKLA4310,99.0,65.4,76.9,99.0,97.1,79.8,Javascript,Html Css,0.0,7.0,5.0,7.0,4.0,5.0,6.0,7.0,4.0,6.0,7.0,6.0,6.0,5.0,4.0,7.0,6.0,5.0,72.0,178.0,296.0,458.0,632.0,809.0,986.0,1185.0,1415.0,1676.0,1946.0,2229.0,2514.0,2815.0,3125.0,3450.0,3779.0,4109.0,18.1,21.0,29.3,118.0,0.25,347,3,86.2,88.36,Low Risk,97.0,22.0,5.389,4037.0,1294.0,61.87,42.36,84.49,5421.0,JavaScript,Great work! Keep maintaining your current study habits.
LK0183,Vivaan Mehta,vivaan.mehta37@gmail.com,9305734878,12,6th,Bhopal,St. Xavier's School,MERN Stack Basics - Batch 8,2025-05-25,2025-05-11,4553,76,22,17,53.0,Champion,1,Pro,LKVI9808,74.2,54.8,43.8,74.8,50.8,72.5,React,Nodejs,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,5.0,5.0,90.0,186.0,310.0,459.0,611.0,766.0,983.0,1231.0,1494.0,1758.0,2025.0,2299.0,2642.0,3009.0,3387.0,3769.0,4161.0,4553.0,180.0,18.0,78.0,28.0,0.22,1,5,61.82,56.53,Medium Risk,26.0,20.0,1.444,4463.0,1544.0,56.88,175.12,31.52,6107.67,React,Revise quiz topics daily.
LK0184,Kritika Rao,kritika.rao33@gmail.com,9710635317,13,6th,Bangalore,Springdales School,MERN Stack Basics - Batch 8,2024-05-12,2025-06-20,2998,67,16,25,33.9,Innovator,10,Free,LKKR9140,38.3,31.1,29.7,39.3,75.4,9.2,Mongodb,Express,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,74.0,155.0,239.0,334.0,433.0,538.0,653.0,774.0,903.0,1058.0,1260.0,1461.0,1677.0,1912.0,2163.0,2415.0,2678.0,2998.0,5.0,14.0,1.4,20.0,0.37,404,4,37.17,35.21,High Risk,17.0,14.0,0.944,2924.0,1086.0,32.28,176.35,9.2,4111.33,MongoDB,Revise quiz topics daily. | Focus on MongoDB to boost topic scores.
LK0185,Lakshay Patel,lakshay.patel87@gmail.com,9985281399,13,6th,Pune,Springdales School,MERN Stack Basics - Batch 8,2024-10-11,2025-01-12,2829,27,0,33,59.7,Builder,1,Free,LKLA8983,72.5,49.4,61.1,46.9,61.0,55.7,Nodejs,Html Css,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,60.0,138.0,231.0,331.0,436.0,545.0,668.0,802.0,951.0,1105.0,1278.0,1467.0,1669.0,1896.0,2125.0,2356.0,2592.0,2829.0,18.8,10.0,2.5,0.0,1.22,93,3,57.77,58.93,Medium Risk,8.0,3.0,0.444,2769.0,933.0,31.27,353.62,44.1,3767.67,Node.js,Revise quiz topics daily. | Try to study at least 15 min every day to build a streak. | Increase weekly activity — aim for 5 active days per week. | Focus on Node.js to boost topic scores.
LK0186,Siddharth Desai,siddharth.desai89@gmail.com,9755890873,14,8th,Chennai,Amity International School,MERN Stack Basics - Batch 6,2025-01-26,2025-05-07,2376,71,11,47,83.1,Explorer,3,Free,LKSI3057,93.9,85.5,95.7,90.1,75.5,84.3,Express,React,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,6.0,56.0,112.0,179.0,248.0,320.0,395.0,492.0,596.0,704.0,818.0,955.0,1096.0,1271.0,1452.0,1664.0,1884.0,2125.0,2376.0,23.8,16.0,6.7,12.0,0.66,101,1,87.5,84.86,Low Risk,17.0,12.0,0.944,2320.0,924.0,40.11,139.76,10.94,3325.33,Express,Great work! Keep maintaining your current study habits.
LK0187,Lakshay Patel,lakshay.patel89@gmail.com,9518916974,13,6th,Chandigarh,Kendriya Vidyalaya,MERN Stack Basics - Batch 8,2024-12-31,2025-01-10,3260,34,17,19,65.2,Beginner,1,Pro,LKLA6818,77.8,57.3,62.9,50.5,64.1,54.6,Nodejs,Html Css,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,7.0,92.0,201.0,313.0,426.0,580.0,740.0,899.0,1064.0,1231.0,1430.0,1632.0,1843.0,2064.0,2287.0,2521.0,2756.0,3006.0,3260.0,111.7,15.0,42.8,21.0,0.56,10,0,61.2,63.6,Medium Risk,23.0,18.0,1.278,3168.0,973.0,41.22,141.74,14.66,4245.33,Node.js,Great work! Keep maintaining your current study habits.
LK0188,Shreya Singh,shreya.singh60@gmail.com,9740694090,13,7th,Pune,Springdales School,MERN Stack Basics - Batch 8,2024-08-20,2025-01-26,3022,49,64,38,84.4,Coder,5,Free,LKSH2094,75.5,99.0,90.0,89.0,99.0,87.7,Html Css,Javascript,1.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,4.0,6.0,5.0,4.0,6.0,4.0,7.0,6.0,6.0,3.0,55.0,131.0,227.0,328.0,438.0,580.0,730.0,893.0,1059.0,1228.0,1403.0,1613.0,1827.0,2051.0,2283.0,2517.0,2761.0,3022.0,5.0,14.0,5.2,84.0,0.78,159,2,90.03,86.65,Low Risk,62.0,22.0,3.444,2967.0,971.0,53.19,48.74,68.56,4007.33,HTML & CSS,Great work! Keep maintaining your current study habits.
LK0189,Advait Desai,advait.desai10@gmail.com,9790229422,11,6th,Kolkata,The Shri Ram School,MERN Stack Basics - Batch 6,2024-02-25,2025-01-27,4298,52,35,1,39.9,Innovator,7,Basic,LKAD2905,43.6,43.9,41.0,44.5,46.0,55.7,React,Mongodb,2.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,7.0,7.0,6.0,6.0,7.0,89.0,178.0,269.0,399.0,534.0,678.0,827.0,1022.0,1228.0,1453.0,1715.0,2032.0,2374.0,2740.0,3112.0,3495.0,3884.0,4298.0,10.6,12.0,8.0,38.0,0.02,337,4,45.78,42.25,High Risk,45.0,26.0,2.5,4209.0,1558.0,33.71,95.51,46.56,5879.33,React,Revise quiz topics daily. | Focus on React to boost topic scores.
LK0190,Vikram Tiwari,vikram.tiwari17@gmail.com,9545895441,11,7th,Bhopal,Delhi Public School,MERN Stack Basics - Batch 6,2025-02-11,2025-01-27,3972,43,58,45,45.2,Innovator,1,Free,LKVI3663,45.7,42.8,53.2,35.7,59.3,49.3,Nodejs,Express,3.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,3.0,6.0,5.0,7.0,4.0,6.0,7.0,4.0,5.0,4.0,80.0,190.0,318.0,472.0,628.0,792.0,990.0,1195.0,1404.0,1632.0,1862.0,2104.0,2384.0,2672.0,2960.0,3288.0,3623.0,3972.0,180.0,20.0,195.0,77.0,1.05,1,4,47.67,46.19,High Risk,65.0,20.0,3.611,3892.0,1300.0,83.47,61.11,71.13,5321.33,Node.js,Revise quiz topics daily. | Focus on Node.js to boost topic scores.
LK0191,Arjun Mishra,arjun.mishra97@gmail.com,9729427223,14,7th,Lucknow,St. Xavier's School,MERN Stack Basics - Batch 7,2024-04-27,2025-06-14,4468,11,42,33,97.4,Explorer,3,Free,LKAR1831,92.4,99.0,96.7,99.0,78.8,90.3,Express,Javascript,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,6.0,6.0,7.0,7.0,4.0,3.0,136.0,277.0,427.0,589.0,769.0,952.0,1162.0,1384.0,1607.0,1855.0,2131.0,2406.0,2705.0,3032.0,3369.0,3710.0,4075.0,4468.0,5.0,14.0,3.9,50.0,3.0,413,1,92.7,95.52,Low Risk,47.0,21.0,2.611,4332.0,1436.0,51.48,95.06,56.18,5933.33,Express,Great work! Keep maintaining your current study habits.
LK0192,Pranav Mehta,pranav.mehta60@gmail.com,9958922077,11,8th,Chennai,Springdales School,MERN Stack Basics - Batch 7,2025-01-30,2025-02-21,786,33,4,39,49.1,Explorer,5,Basic,LKPR1074,65.4,59.6,51.4,53.7,83.0,50.2,Mongodb,Express,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,17.0,34.0,57.0,82.0,108.0,134.0,166.0,207.0,250.0,298.0,348.0,403.0,459.0,517.0,577.0,641.0,711.0,786.0,62.4,15.0,17.7,4.0,1.18,22,1,60.55,53.68,High Risk,17.0,6.0,0.944,769.0,269.0,28.97,46.24,55.1,1064.67,MongoDB,Revise quiz topics daily. | Try to study at least 15 min every day to build a streak. | Increase weekly activity — aim for 5 active days per week.
LK0193,Rahul Kapoor,rahul.kapoor31@gmail.com,9722535157,13,8th,Noida,Amity International School,MERN Stack Basics - Batch 6,2024-07-08,2025-06-21,323,70,112,34,71.9,Builder,4,Free,LKRA6812,96.4,75.3,65.0,50.6,98.6,61.3,Nodejs,Express,4.0,4.0,5.0,7.0,7.0,4.0,7.0,5.0,4.0,7.0,5.0,4.0,5.0,5.0,5.0,6.0,7.0,7.0,8.0,18.0,28.0,40.0,52.0,65.0,81.0,98.0,116.0,135.0,156.0,178.0,200.0,222.0,246.0,271.0,297.0,323.0,5.0,9.0,8.2,119.0,0.49,348,3,74.53,72.95,Medium Risk,98.0,25.0,5.444,315.0,101.0,45.66,3.3,88.87,425.67,Node.js,Great work! Keep maintaining your current study habits.
LK0194,Kavya Srivastava,kavya.srivastava56@gmail.com,9975098033,14,7th,Indore,Amity International School,MERN Stack Basics - Batch 8,2024-04-08,2025-01-04,2940,5,106,38,85.7,Explorer,10,Free,LKKA7582,97.0,79.0,91.7,99.0,70.7,84.9,Express,Nodejs,0.0,4.0,6.0,5.0,7.0,5.0,6.0,4.0,7.0,4.0,4.0,4.0,6.0,4.0,7.0,6.0,4.0,4.0,57.0,118.0,193.0,278.0,372.0,470.0,590.0,719.0,866.0,1020.0,1210.0,1415.0,1640.0,1878.0,2126.0,2378.0,2656.0,2940.0,5.0,10.0,7.2,136.0,7.6,271,1,87.05,86.24,Low Risk,87.0,21.0,4.833,2883.0,1062.0,60.5,33.79,83.02,4025.33,Express,Great work! Keep maintaining your current study habits.
LK0195,Aryan Singh,aryan.singh80@gmail.com,9528593018,14,6th,Kolkata,Amity International School,MERN Stack Basics - Batch 8,2024-06-10,2025-02-18,3455,1,31,48,67.3,Builder,8,Basic,LKAR9077,57.3,66.9,56.8,59.5,65.1,67.1,React,Mongodb,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,6.0,3.0,70.0,155.0,242.0,332.0,437.0,549.0,711.0,888.0,1081.0,1276.0,1488.0,1718.0,1971.0,2253.0,2540.0,2829.0,3136.0,3455.0,5.0,10.0,2.3,41.0,48.0,253,3,62.12,65.23,Medium Risk,28.0,17.0,1.556,3385.0,1202.0,50.46,123.39,43.08,4675.0,React,Great work! Keep maintaining your current study habits.
LK0196,Sai Chauhan,sai.chauhan58@gmail.com,9914917494,12,8th,Kolkata,Ryan International School,MERN Stack Basics - Batch 7,2024-01-28,2025-05-18,3263,54,38,27,89.1,Coder,5,Free,LKSA7213,76.3,99.0,78.0,91.2,60.5,87.4,Express,Javascript,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,6.0,5.0,5.0,7.0,92.0,188.0,294.0,410.0,550.0,694.0,847.0,1006.0,1200.0,1399.0,1598.0,1802.0,2018.0,2235.0,2458.0,2700.0,2968.0,3263.0,15.8,14.0,11.3,38.0,0.5,476,2,82.07,86.29,Low Risk,43.0,23.0,2.389,3171.0,1028.0,43.2,75.88,53.13,4336.33,Express,Great work! Keep maintaining your current study habits.
LK0197,Ananya Khanna,ananya.khanna18@gmail.com,9940453141,14,6th,Lucknow,Springdales School,MERN Stack Basics - Batch 8,2024-01-21,2025-04-12,214,61,84,0,65.6,Builder,8,Free,LKAN9489,52.5,55.8,89.7,47.8,48.7,58.1,Nodejs,React,4.0,3.0,3.0,0.0,3.0,5.0,5.0,6.0,7.0,7.0,4.0,5.0,7.0,7.0,5.0,5.0,4.0,6.0,5.0,11.0,17.0,23.0,29.0,37.0,44.0,52.0,60.0,70.0,84.0,98.0,112.0,130.0,149.0,168.0,190.0,214.0,5.0,15.0,7.2,102.0,0.0,447,3,58.77,62.87,Medium Risk,86.0,20.0,4.778,209.0,84.0,26.2,2.49,81.36,300.67,Node.js,Focus on Node.js to boost topic scores.
LK0198,Vikram Choudhary,vikram.choudhary54@gmail.com,9130096653,14,8th,Bhopal,The Shri Ram School,MERN Stack Basics - Batch 6,2024-02-27,2025-02-16,4283,23,38,10,39.1,Innovator,3,Free,LKVI9349,36.2,51.0,40.9,49.9,41.5,34.9,Mongodb,Javascript,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,6.0,4.0,6.0,6.0,3.0,105.0,209.0,332.0,481.0,630.0,802.0,977.0,1170.0,1378.0,1641.0,1905.0,2201.0,2516.0,2850.0,3190.0,3534.0,3898.0,4283.0,13.5,12.0,8.6,43.0,0.43,355,4,42.4,40.42,High Risk,38.0,19.0,2.111,4178.0,1433.0,39.12,112.71,49.52,5740.33,MongoDB,Revise quiz topics daily. | Focus on MongoDB to boost topic scores.
LK0199,Kabir Shukla,kabir.shukla89@gmail.com,9924461933,13,8th,Chandigarh,Modern School,MERN Stack Basics - Batch 8,2024-06-12,2025-04-10,4667,71,97,6,42.0,Champion,4,Free,LKKA5447,20.1,31.1,23.9,55.2,37.3,27.3,Html Css,Nodejs,4.0,5.0,2.0,4.0,5.0,6.0,7.0,5.0,4.0,4.0,7.0,7.0,5.0,4.0,5.0,7.0,4.0,4.0,88.0,195.0,342.0,491.0,677.0,892.0,1115.0,1344.0,1579.0,1835.0,2102.0,2390.0,2744.0,3107.0,3491.0,3877.0,4265.0,4667.0,9.6,7.0,14.2,106.0,0.08,302,5,32.48,38.19,High Risk,89.0,20.0,4.944,4579.0,1560.0,54.88,52.44,86.32,6235.0,HTML & CSS,Revise quiz topics daily. | Focus on HTML & CSS to boost topic scores.
LK0200,Aisha Bajaj,aisha.bajaj27@gmail.com,9301057242,13,6th,Noida,Delhi Public School,MERN Stack Basics - Batch 7,2024-10-28,2025-03-09,4118,22,2,8,51.3,Beginner,8,Basic,LKAI1554,48.4,56.2,55.2,85.8,59.7,58.4,Html Css,Nodejs,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,93.0,187.0,288.0,420.0,557.0,704.0,885.0,1093.0,1326.0,1564.0,1823.0,2094.0,2385.0,2680.0,3018.0,3357.0,3716.0,4118.0,5.0,21.0,0.9,2.0,0.36,132,0,60.62,55.03,Medium Risk,11.0,4.0,0.611,4025.0,1438.0,25.37,374.36,51.68,5584.67,HTML & CSS,Revise quiz topics daily. | Try to study at least 15 min every day to build a streak. | Increase weekly activity — aim for 5 active days per week.
LK0201,Arnav Singh,arnav.singh65@gmail.com,9718731769,14,8th,Bhopal,Bal Bharati Public School,MERN Stack Basics - Batch 8,2024-02-19,2025-01-19,3016,59,30,35,70.8,Builder,1,Basic,LKAR7925,64.9,30.8,78.0,82.9,79.1,57.0,Javascript,Nodejs,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,7.0,5.0,4.0,65.0,136.0,243.0,352.0,463.0,579.0,704.0,829.0,968.0,1164.0,1363.0,1565.0,1777.0,1990.0,2237.0,2486.0,2737.0,3016.0,5.0,15.0,2.9,31.0,0.59,335,3,65.45,68.66,Medium Risk,35.0,20.0,1.944,2951.0,1026.0,41.64,86.17,44.8,4054.67,JavaScript,Great work! Keep maintaining your current study habits.
LK0202,Aarush Rastogi,aarush.rastogi47@gmail.com,9287496770,13,6th,Bangalore,St. Xavier's School,MERN Stack Basics - Batch 6,2024-11-01,2025-04-05,4817,79,10,12,70.6,Explorer,1,Basic,LKAA9708,84.9,55.4,77.4,59.8,75.8,62.0,Javascript,Html Css,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,4.0,113.0,227.0,366.0,516.0,675.0,839.0,1043.0,1264.0,1498.0,1733.0,1985.0,2245.0,2637.0,3059.0,3491.0,3926.0,4371.0,4817.0,13.7,16.0,4.6,13.0,0.15,155,1,69.22,70.05,Medium Risk,20.0,12.0,1.111,4704.0,1758.0,34.01,240.85,23.68,6585.0,JavaScript,Great work! Keep maintaining your current study habits.
LK0203,Diya Iyer,diya.iyer74@gmail.com,9346956645,14,7th,Gurugram,Ryan International School,MERN Stack Basics - Batch 6,2025-04-18,2025-06-03,4331,59,57,37,49.9,Coder,9,Free,LKDI7840,34.6,40.6,57.8,55.5,55.2,87.9,Html Css,Mongodb,3.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,3.0,6.0,7.0,4.0,6.0,4.0,4.0,5.0,5.0,5.0,83.0,187.0,315.0,455.0,617.0,782.0,959.0,1204.0,1457.0,1720.0,1998.0,2292.0,2606.0,2923.0,3240.0,3589.0,3959.0,4331.0,43.8,8.0,47.5,63.0,0.63,46,2,55.27,52.05,High Risk,65.0,19.0,3.611,4248.0,1408.0,67.86,66.63,75.09,5785.67,HTML & CSS,Revise quiz topics daily. | Focus on HTML & CSS to boost topic scores.
LK0204,Kabir Reddy,kabir.reddy48@gmail.com,9650536772,14,7th,Chennai,DAV Public School,MERN Stack Basics - Batch 8,2024-05-29,2025-04-22,1487,70,29,49,73.2,Coder,2,Free,LKKA4579,70.0,57.4,54.2,47.5,60.8,90.8,Nodejs,Mongodb,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,7.0,5.0,6.0,4.0,31.0,63.0,100.0,147.0,198.0,249.0,319.0,398.0,478.0,560.0,647.0,744.0,851.0,959.0,1079.0,1203.0,1342.0,1487.0,5.0,17.0,2.9,34.0,0.7,328,2,63.45,69.3,Medium Risk,35.0,22.0,1.944,1456.0,528.0,40.72,42.49,35.59,2031.0,Node.js,Great work! Keep maintaining your current study habits.
LK0205,Darsh Sharma,darsh.sharma33@gmail.com,9271580675,12,7th,Chandigarh,Amity International School,MERN Stack Basics - Batch 7,2024-04-10,2025-05-03,930,68,114,45,54.3,Builder,6,Basic,LKDA6533,70.3,49.7,92.2,90.3,81.8,57.5,Javascript,React,0.0,4.0,4.0,5.0,5.0,7.0,7.0,5.0,6.0,4.0,4.0,5.0,4.0,7.0,4.0,6.0,5.0,7.0,20.0,41.0,64.0,92.0,121.0,161.0,208.0,259.0,310.0,361.0,417.0,480.0,548.0,618.0,690.0,764.0,844.0,930.0,5.0,11.0,7.4,116.0,0.66,388,3,73.63,62.03,Medium Risk,89.0,22.0,4.944,910.0,312.0,54.0,10.45,83.32,1250.0,JavaScript,Revise quiz topics daily.
LK0206,Reyansh Rastogi,reyansh.rastogi93@gmail.com,9999794808,12,7th,Hyderabad,Springdales School,MERN Stack Basics - Batch 6,2024-11-15,2025-01-25,1440,67,6,42,89.5,Champion,7,Free,LKRE9034,85.0,99.0,90.8,79.7,99.0,99.0,Nodejs,Javascript,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,31.0,70.0,114.0,158.0,206.0,273.0,348.0,430.0,515.0,602.0,691.0,783.0,876.0,971.0,1066.0,1184.0,1306.0,1440.0,39.5,10.0,10.5,8.0,0.63,71,5,92.08,90.53,Low Risk,16.0,6.0,0.889,1409.0,469.0,32.49,90.0,25.26,1938.67,Node.js,Try to study at least 15 min every day to build a streak. | Increase weekly activity — aim for 5 active days per week.
LK0207,Divya Kumar,divya.kumar16@gmail.com,9854858064,13,7th,Hyderabad,Ryan International School,MERN Stack Basics - Batch 8,2025-04-25,2025-05-11,3549,37,42,37,66.6,Builder,3,Free,LKDI7136,47.0,71.3,61.5,75.1,72.3,71.2,Html Css,Nodejs,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,7.0,4.0,7.0,5.0,5.0,69.0,177.0,327.0,480.0,652.0,825.0,999.0,1174.0,1361.0,1553.0,1756.0,1964.0,2187.0,2430.0,2694.0,2974.0,3260.0,3549.0,84.4,14.0,74.6,54.0,1.0,16,3,66.4,66.52,Medium Risk,53.0,21.0,2.944,3480.0,1119.0,66.56,66.96,62.25,4689.0,HTML & CSS,Great work! Keep maintaining your current study habits.
LK0208,Kiara Sharma,kiara.sharma36@gmail.com,9984493732,13,6th,Bhopal,Springdales School,MERN Stack Basics - Batch 6,2024-03-13,2025-01-22,138,15,0,26,48.5,Explorer,5,Free,LKKI2758,52.4,58.7,32.3,49.3,71.6,51.9,React,Express,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,11.0,15.0,22.0,28.0,35.0,43.0,50.0,59.0,67.0,75.0,85.0,95.0,105.0,116.0,127.0,138.0,10.2,18.0,1.9,0.0,1.73,315,1,52.7,50.18,High Risk,11.0,2.0,0.611,135.0,43.0,14.16,12.55,60.11,182.0,React,Revise quiz topics daily. | Try to study at least 15 min every day to build a streak. | Increase weekly activity — aim for 5 active days per week. | Focus on React to boost topic scores.
